tenure,event,is_male,is_senior,partner,dependents,phone,internet_fiber,internet_dsl,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,contract_1yr,contract_2yr,pay_echeck,paperless,MonthlyCharges_z,burr12_survival,burr12_hazard,burr12_churn_prob,burr12_strat_prob
46,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.3040688736347081,0.6938140321924815,0.003628947567853564,0.038730988089776375,0.038730988089776375
8,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.33730695340749395,0.8743368175545859,0.01156705087089483,0.09935054964947354,0.09935054964947354
30,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0.33077845002550144,0.7428424163487329,0.0050683354621543905,0.051833777579476825,0.051833777579476825
45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-1.2929017468750867,0.6963590108821652,0.0036942216775406023,0.039349803973645514,0.039349803973645514
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0.4836736169803161,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
11,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,-0.4735830804759159,0.8469074549655476,0.009789108115316166,0.08799046091721618,0.08799046091721618
7,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.34407368193461596,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
42,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1.29634466742493,0.7043380877631116,0.0039051573709433167,0.0413329850998293,0.0413329850998293
49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.4840207055686052,0.6864927538867036,0.0034464244917631367,0.03698759780359384,0.03698759780359384
9,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1.1467733084473937,0.8645756330248363,0.010901071741709328,0.09522425637547682,0.09522425637547682
35,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,-0.08802135511160017,0.7253108322429414,0.004507451042951911,0.04686012202126277,0.04686012202126277
48,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4674016656822124,0.6888828979881829,0.003505164885370563,0.03755076913789834,0.03755076913789834
46,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.4906683215231624,0.6938140321924815,0.003628947567853564,0.038730988089776375,0.038730988089776375
29,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.0319828206587178,0.746664964341879,0.005198070769814978,0.05296124339833497,0.05296124339833497
30,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.5734164323668379,0.7428424163487329,0.0050683354621543905,0.051833777579476825,0.051833777579476825
1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.32911654603686225,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
66,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.6382306879237705,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
65,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1.5373207457776272,0.6537547892731487,0.002719403042122667,0.02984713825493901,0.02984713825493901
72,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1.1999542360838513,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
12,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0.47037838507120205,0.8388580793219884,0.009318867014819062,0.08479678961103854,0.08479678961103854
71,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0.06819761982049313,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.454106433773098,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4557683377617372,0.6796022882225629,0.00328157591746785,0.03539633014558485,0.03539633014558485
25,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1.120182844629165,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4823588015799658,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5072873614095552,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
38,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1.0038495654244146,0.7158758576100376,0.0042276442662364,0.04431696426317133,0.04431696426317133
66,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,-0.6397734793398451,0.6519909407703324,0.0026840999053434323,0.029492182160968494,0.029492182160968494
68,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1.5024207620162022,0.6485447168747005,0.0026161967996319807,0.028807250213664037,0.028807250213664037
5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.3460826745115442,0.9085818526659613,0.014256987321705751,0.11453932573635439,0.11453932573635439
72,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1.3079779953454052,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-1.1516399078407469,0.7355303895625583,0.00482771692436557,0.04972004336955682,0.04972004336955682
43,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.9822448135721037,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
72,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5089492653981946,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
55,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1.0620162050267898,0.6730980579890953,0.0031319345818057722,0.033937922764987416,0.033937922764987416
52,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,-0.22762129015730054,0.6796022882225629,0.00328157591746785,0.03539633014558485,0.03539633014558485
43,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0.8925019981855823,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
37,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.38894508962787666,0.7189405920832638,0.0043169072108659315,0.0451328504105416,0.0451328504105416
64,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,-0.33896885739613314,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
3,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0.8326734545945673,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-1.1217256360452397,0.7220842981429184,0.004410087057617903,0.045979950318991825,0.045979950318991825
10,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1.1783494842315403,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4674016656822124,0.7071206594283597,0.003981008341391358,0.042040010297382246,0.042040010297382246
27,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.6781163836511135,0.7546760980475697,0.005479040808994945,0.05537422178102336,0.05537422178102336
56,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1.1633923483337865,0.6710090587453561,0.003085072619735503,0.03347844798497823,0.03347844798497823
6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.465739761693573,0.8962011910421149,0.01321361285882388,0.10892151775419001,0.10892151775419001
3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0.31914512210502655,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
7,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.46859736850999784,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4607540497276552,0.9221895280070969,0.015517187361763772,0.12087777811840728,0.12087777811840728
33,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0.8027591827990604,0.732029255003116,0.004715929386838689,0.04872789424351476,0.04872789424351476
27,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0.44046411327569457,0.7546760980475697,0.005479040808994945,0.05537422178102336,0.05537422178102336
72,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1.3710112343411336,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4973159374777196,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
71,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,-0.2774784098164793,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
13,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0.7030449434807029,0.8312566322761956,0.008894046614766308,0.0818402613059327,0.0818402613059327
25,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,-0.20601653830498978,0.7632263722784222,0.005792955912006608,0.05802443652851541,0.05802443652851541
67,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.4735830804759159,0.6502545080837984,0.0026497095459112013,0.029145652408135048,0.029145652408135048
1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,-0.9754780850449819,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.679659175067188,0.9544211124058478,0.01918286543259826,0.13658902706858933,0.13658902706858933
43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1.2995493628296437,0.7016186635948665,0.003832182002392298,0.04064972482294138,0.04064972482294138
23,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3390879699686979,0.7723876776489026,0.006146116983133188,0.060949762364490456,0.060949762364490456
64,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4823588015799658,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
57,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.5023016494436374,0.6689574203086703,0.003039606595789443,0.03303139376725084,0.03303139376725084
1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.18785470700252244,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
72,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.772844911003553,0.6419575496164033,0.002490279067928491,0.027529416300707155,0.027529416300707155
8,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0.2111213628434726,0.8743368175545859,0.01156705087089483,0.09935054964947354,0.09935054964947354
61,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1.204939948049769,0.6611010360108607,0.002870516527482457,0.031357744906887475,0.031357744906887475
64,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0.6482021118556061,0.6555468612609421,0.002755656035094927,0.030210834407233156,0.030210834407233156
71,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.357716002432019,0.6435679119154606,0.0025205988088756303,0.02783802704790539,0.02783802704790539
65,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1.1384637885041973,0.6537547892731487,0.002719403042122667,0.02984713825493901,0.02984713825493901
3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5023016494436374,0.9373188893787414,0.017092860770546496,0.12812771737333695,0.12812771737333695
1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.6364496713625665,0.9743124842439652,0.02235010364622835,0.1468274853100915,0.1468274853100915
30,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,-0.009911867645553398,0.7428424163487329,0.0050683354621543905,0.051833777579476825,0.051833777579476825
15,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0.1562785312183758,0.817222359631732,0.00815567933565363,0.07653518145581295,0.07653518145581295
8,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0.12470235543422914,0.8743368175545859,0.01156705087089483,0.09935054964947354,0.09935054964947354
7,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1.0038495654244146,0.8848383086630132,0.012329368360988486,0.10389128471090825,0.10389128471090825
70,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1.4409303144365486,0.6452021175658147,0.002551672337160255,0.02815370280249474,0.02815370280249474
62,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0.7080306554466205,0.6592190846564381,0.0028311702861325673,0.03096578220998969,0.03096578220998969
6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4989778414663588,0.8962011910421149,0.01321361285882388,0.10892151775419001,0.10892151775419001
14,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.5351926406281345,0.8240576612486123,0.008508086494505379,0.07909398048302463,0.07909398048302463
22,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0.6432163998896885,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
22,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4840207055686052,0.7772239626242997,0.006339847981342745,0.0625297608539006,0.0625297608539006
16,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,-0.01822138758874986,0.8107173068575363,0.007832475449686212,0.07414442618478301,0.07414442618478301
10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.2995493628296437,0.8554585264638187,0.010313003097985489,0.09145336847937524,0.09145336847937524
